Tiempo_ms	Voltaje_V
4084	2.22014
4084	0.93398
4085	1.25877
4086	1.81962
4086	1.27730
4087	0.89853
4088	0.93640
4089	1.23535
4089	1.85673
4090	1.55047
4090	1.60204
4091	1.74308
4091	1.36431
4092	1.99692
4092	1.14753
4093	1.69877
4093	1.42152
4094	1.91877
4094	1.24668
4095	2.06948
4095	1.10564
4096	2.16858
4096	1.06133
4097	2.20725
4098	1.01294
4099	2.23464
4099	0.97829
4100	0.99360
4101	2.26284
4101	1.72938
4102	1.44815
4102	1.83654
4103	1.37801
4103	1.89943
4104	1.31839
4104	1.96389
4105	1.24346
4106	2.04607
4106	1.16284
4107	2.10574
4107	1.07825
4108	1.09919
4109	2.03398
4109	1.30308
4110	0.93801
4111	2.21531
4111	1.14270
4112	1.76806
4113	1.32322
4114	1.95422
4114	1.43602
4115	1.65929
4115	1.76322
4116	1.30308
4117	1.78820
4117	1.71408
4118	1.29422
4119	1.61654
4119	1.88412
4120	1.15317
4121	0.90175
4122	1.21924
4123	0.95734
4124	1.32322
4125	1.86318
4125	1.64796
4126	1.30953
4127	1.60445
4127	1.97436
4128	1.04763
4129	2.33943
4129	1.79867
4130	1.15317
4131	0.92028
4132	1.48038
4133	1.01858
4134	2.34829
4223	1.00810
4224	2.27256
4224	0.92431
4225	1.02019
4226	1.90266
4226	1.05569
4227	2.03801
4227	0.98071
4228	2.33782
4228	0.91062
